DATEDESC,STOREID,PRODUCTID,SALESQTY,Category,Product,Country,NETAMOUNT,GROSSMARGIN
7/19/2014,20003,100051259,1032,Clothing,Women,Indonesia,4892,1226.8
8/10/2014,20003,100051255,1029,Clothing,Women,India,1955,465.7
10/20/2014,20003,100582010,1028,Clothing,Women,Singapore,75246,3789.3
12/6/2014,20003,100051257,1026,Clothing,Men,Singapore,2915,918.9
12/12/2014,20003,100582010,1015,Clothing,Men,Singapore,74569,3478.9
8/29/2014,20003,100051257,1011,Clothing,Women,Singapore,2872,892.0
2/8/2014,20003,315834,999,Clothing,Women,India,2837,0.2
7/20/2014,20003,103732440,985,Clothing,Men,India,9337,1766.5
4/12/2014,20003,100051257,979,Clothing,Men,China,2781,450.0
6/29/2014,20003,103732440,943,Clothing,Women,China,8939,1947.1
7/30/2014,20003,100051255,920,Clothing,Women,China,1747,280.4
9/12/2014,20003,100032247,910,Clothing,Baby,Japan,3974,488.4
4/11/2014,20003,100001287,904,Clothing,Baby,Japan,125574,7279.4
4/20/2014,20003,100051259,903,Clothing,Baby,Japan,4280,1037.4
8/17/2014,20003,100051255,892,Clothing,Baby,Japan,1695,403.7
5/4/2014,20003,103732440,888,Clothing,Baby,Japan,8880,2146.4
1/4/2014,20003,315834,878,Vehicle,Bike,Indonesia,2493,0.1
3/22/2014,20003,100051257,876,Vehicle,Bike,Indonesia,2489,184.8
10/19/2014,20003,100051255,876,Vehicle,Car,India,1664,386.0
6/1/2014,20003,100051257,859,Vehicle,Car,Indonesia,2440,561.2
3/13/2014,20003,100051257,858,Vehicle,Car,Indonesia,2437,180.8
3/11/2014,20003,100051257,851,Vehicle,Truck,Singapore,2417,179.5
8/9/2014,20003,100038363,834,Vehicle,Bus,Singapore,49932,578.6
9/8/2014,20003,100051257,833,Vehicle,Truck,China,2366,735.1
8/24/2014,20003,100051255,831,Vehicle,Truck,Singapore,1579,376.1
4/6/2014,20003,100582010,831,Vehicle,Truck,Singapore,63200,1985.0
3/12/2014,20003,100051257,796,Vehicle,Bus,Japan,2261,167.7
3/14/2014,20003,100051257,794,Vehicle,Bus,Japan,2255,167.4
9/12/2014,20003,100051257,791,Vehicle,Bus,India,2247,697.9
12/14/2014,20009,100051259,785,Clothing,Baby,India,3721,1228.7
1/18/2014,20009,119393,782,Clothing,Men,Indonesia,60800,3432.0
5/16/2014,20009,100051255,781,Clothing,Women,India,1484,211.3
10/25/2014,20009,103732440,777,Clothing,Men,Singapore,7365,1149.3
10/26/2014,20009,100051255,774,Electronics,Laptop,Singapore,1471,340.8
11/15/2014,20009,100051255,768,Electronics,Desktop,India,1459,338.2
12/13/2014,20009,100034827,768,Electronics,Mobile,Singapore,3186,244.6
8/1/2014,20009,100032247,766,Clothing,Baby,India,3345,411.2
6/3/2014,20009,100051255,757,Clothing,Men,India,1438,218.6
5/2/2014,200010,100051255,757,Clothing,Women,India,1438,204.6
7/1/2014,200010,100051257,749,Clothing,Men,India,2128,574.7
5/3/2014,200010,103732440,737,Electronics,Laptop,India,7370,1781.4
6/30/2014,200011,100051257,736,Electronics,Desktop,India,2091,564.7
7/12/2014,20003,103732440,731,Electronics,Mobile,India,6930,1311.0
1/18/2014,20003,285896,725,Clothing,Baby,India,15366,3846.9
6/9/2014,20003,100051257,720,Clothing,Men,China,2046,594.8
8/17/2014,20003,103732440,715,Clothing,Women,China,6778,1373.6
6/21/2014,20003,103732440,701,Clothing,Men,China,6645,1625.9
12/12/2014,20003,100051257,695,Electronics,Laptop,Japan,1975,619.9
9/18/2014,20003,100051257,688,Electronics,Desktop,Japan,1955,611.4
4/16/2014,20003,100051255,686,Electronics,Mobile,Singapore,1178,185.6
7/2/2014,20003,100051257,682,Clothing,Baby,Japan,1938,523.1
5/30/2014,20003,100026173,675,Clothing,Men,Japan,15185,3112.7
2/24/2014,20003,100051255,669,Clothing,Women,Indonesia,1337,117.2
11/15/2014,20008,103732440,666,Clothing,Men,Singapore,6314,985.5
4/18/2014,20009,100051257,666,Electronics,Laptop,Indonesia,1892,674.9
12/31/2014,200074,100051257,665,Electronics,Desktop,Indonesia,1889,592.7
10/29/2014,200075,100034951,663,Electronics,Mobile,Indonesia,190022,43412.3
4/8/2014,20003,100051257,658,Clothing,Baby,Singapore,1869,302.5
2/16/2014,148626,100051259,648,Clothing,Men,Singapore,3230,600.7
5/31/2014,167920,100037029,647,Clothing,Women,China,20703,1377.1
10/17/2014,187213,100051257,646,Clothing,Men,Singapore,1835,574.6
6/1/2014,206506,100037029,646,Electronics,Laptop,Singapore,20683,1348.2
5/3/2014,225799,100026173,644,Electronics,Desktop,Japan,28692,3433.0
5/6/2014,245093,100051255,644,Electronics,Mobile,China,1224,174.0
12/26/2014,264386,103732440,634,Clothing,Baby,India,6010,1204.3
4/23/2014,283679,100051255,633,Clothing,Men,India,1203,144.2
8/9/2014,302972,103732440,631,Clothing,Women,Indonesia,5982,1148.6
10/25/2014,322265,100051255,628,Clothing,Men,India,1193,276.5
1/3/2014,341559,315835,628,Electronics,Laptop,Singapore,1191,4.1
12/14/2014,360852,100037029,628,Vehicle,Car,Singapore,18524,1818.4
12/6/2014,380145,103732440,627,Vehicle,Bike,Singapore,5788,395.8
10/22/2014,399438,104726447,624,Vehicle,Bike,Singapore,175483,8734.3
1/26/2014,418731,165801,622,Vehicle,Bike,India,18339,216.6
10/1/2014,438025,100051257,621,Vehicle,Car,India,1764,552.2
5/20/2014,457318,100051259,605,Vehicle,Car,China,2868,748.6
6/29/2014,476611,100026173,604,Vehicle,Car,Indonesia,17511,680.2
12/7/2014,495904,100026461,603,Vehicle,Car,China,17790,2599.4
5/13/2014,515198,100051255,603,Vehicle,Bike,Japan,1146,162.8
5/14/2014,534491,100051255,601,Vehicle,Car,Japan,1142,162.3
2/1/2014,553784,315674,599,Vehicle,Car,Japan,2839,53.3
2/7/2014,573077,315835,598,Vehicle,Bike,Japan,1136,5.9
9/28/2014,592370,100051259,596,Vehicle,Bike,Japan,2825,950.4
10/7/2014,611664,103732440,591,Vehicle,Truck,Indonesia,5602,1243.2
4/24/2014,630957,100051255,591,Vehicle,Bike,China,1123,134.6
12/26/2014,650250,100051257,590,Vehicle,Car,Indonesia,1676,525.9
4/29/2014,669543,100051255,588,Electronics,Desktop,Indonesia,1117,158.8
7/18/2014,688836,103732440,584,Electronics,Mobile,Indonesia,5536,1047.3
3/31/2014,708130,100051259,583,Electronics,Mobile,Singapore,2763,354.7
6/17/2014,727423,100051255,581,Electronics,Laptop,Singapore,1104,237.4
6/18/2014,746716,100051257,578,Clothing,Baby,Singapore,1642,445.7
8/1/2014,766009,100051255,575,Clothing,Men,Singapore,1092,175.2
12/23/2014,785303,100051255,568,Clothing,baby,China,1079,249.9
7/7/2014,804596,100051255,567,Clothing,Baby,Japan,1077,172.4
6/13/2014,823889,100051255,567,Clothing,Men,Japan,1077,225.1
3/3/2014,843182,100582010,565,Clothing,Women,India,42838,1930.5
6/18/2014,862475,100051255,564,Clothing,Women,India,1072,230.4
2/27/2014,881769,100051255,563,Clothing,Men,Indonesia,1069,154.2
4/10/2014,901062,100051255,562,Clothing,Men,India,1068,44.6
7/8/2014,920355,100051255,560,Electronics,Laptop,Singapore,1064,170.3
2/5/2014,939648,119493,557,Electronics,Desktop,Singapore,38294,712.6
2/4/2014,958941,315835,556,Vehicle,Bike,Singapore,1056,5.6
12/30/2014,978235,100051257,554,Vehicle,Car,Singapore,1574,493.8
10/26/2014,997528,100051259,554,Electronics,Desktop,India,2626,866.7
5/21/2014,562312,103732440,553,Electronics,Mobile,India,5242,1048.9
8/2/2014,234589,100037029,550,Electronics,Mobile,China,17865,606.8
5/8/2014,2356778,100051255,548,Electronics,Laptop,China,1041,148.0
5/6/2014,2845692,103732440,546,Clothing,Baby,China,5460,1319.7
12/13/2014,3742925,100051259,545,Vehicle,Bike,Japan,2583,853.0
2/6/2014,4640158,315835,544,Clothing,baby,Japan,1033,5.0
10/18/2014,5537391,100051259,542,Vehicle,Bike,Japan,2569,847.9
5/9/2014,6434624,100051257,536,Vehicle,Bike,Japan,1523,384.5
3/20/2014,7331857,100051255,535,Vehicle,Truck,Japan,1016,10.4
1/28/2014,8229090,315835,534,Vehicle,Bike,Indonesia,1014,4.9
7/22/2014,9126323,100051255,533,Vehicle,Car,Indonesia,1013,162.2
12/7/2014,20007,103745646,533,Electronics,Desktop,India,78671,19507.8
9/9/2014,20008,103732440,533,Electronics,Mobile,Indonesia,5053,1036.0
1/13/2014,20006,315834,531,Electronics,Mobile,Indonesia,1506,1.6
5/26/2014,20004,103732440,528,Electronics,Laptop,Singapore,5005,1001.5
12/12/2014,20005,100051255,521,Clothing,Baby,Singapore,990,229.2
4/6/2014,20006,100026761,518,Clothing,Men,China,5956,66.1
1/22/2014,20009,315835,516,Clothing,baby,Singapore,980,5.0
12/23/2014,20011,103732440,514,Clothing,Baby,Singapore,4873,976.4
1/20/2014,20013,315835,514,Clothing,Men,Japan,977,5.1
5/8/2014,20007,100051257,508,Clothing,Women,Japan,1443,364.5
11/14/2014,20008,100051257,508,Clothing,Women,India,1443,454.4
12/20/2014,20006,100051259,504,Clothing,Men,India,2389,788.8
7/21/2014,20004,103732440,503,Clothing,Men,Indonesia,4768,902.1
11/13/2014,20005,100032239,502,Electronics,Laptop,India,6022,177.1
7/15/2014,20006,103732440,501,Electronics,Desktop,Singapore,4749,898.5
10/12/2014,20009,100037029,499,Vehicle,Bike,Singapore,16003,1216.1
9/29/2014,20011,100051257,493,Vehicle,Truck,India,1401,438.5
7/10/2014,20013,103732440,490,Vehicle,Bike,Singapore,4645,878.8
5/15/2014,200013,103732440,490,Vehicle,Car,India,4645,929.4
10/10/2014,200014,103732440,490,Electronics,Desktop,India,4645,1030.7
5/16/2014,200015,100051259,490,Electronics,Mobile,India,2323,606.3
8/16/2014,200016,100051259,488,Electronics,Mobile,India,2313,784.7
12/4/2014,200017,100051257,486,Electronics,Laptop,India,1381,435.4
5/30/2014,200012,103732440,481,Clothing,Baby,India,4560,912.3
8/14/2014,200012,100051255,479,Clothing,Men,India,910,216.8
5/29/2014,20006,103732440,478,Clothing,baby,India,4531,906.7
6/23/2014,20009,100051257,478,Clothing,Baby,China,1358,368.8
5/18/2014,20011,100037029,477,Clothing,Men,China,15975,329.9
5/4/2014,20013,100026761,476,Clothing,Women,China,7847,322.0
8/11/2014,20007,100051255,475,Clothing,Women,Japan,903,214.9
2/17/2014,20008,100051255,475,Clothing,Men,Japan,994,38.3
5/25/2014,20006,100032235,474,Clothing,Men,Singapore,6209,1241.7
12/3/2014,20004,103732440,474,Electronics,Laptop,Japan,4493,417.0
12/31/2014,20005,100034827,474,Electronics,Desktop,Japan,1966,135.3
8/13/2014,20006,100051257,473,Vehicle,Bike,Indonesia,1344,417.2
10/31/2014,20009,100051255,473,Vehicle,Truck,Singapore,899,208.3
12/3/2014,20011,100051255,473,Vehicle,Bike,Indonesia,899,208.3
11/4/2014,20013,103732440,469,Vehicle,Car,Indonesia,4446,694.0
7/5/2014,200013,100037029,463,Electronics,Desktop,Indonesia,15034,346.8
6/2/2014,200014,100051259,462,Electronics,Mobile,Singapore,2190,604.0
7/22/2014,20006,103732440,462,Electronics,Mobile,Singapore,4380,1022.7
5/5/2014,20009,103732440,460,Electronics,Laptop,China,4600,1111.9
4/14/2014,20011,100051259,460,Clothing,Baby,Singapore,2180,528.3
10/25/2014,20013,100051259,457,Clothing,Men,Singapore,2166,715.0
7/9/2014,20007,100051257,457,Clothing,baby,Japan,1298,349.8
4/3/2014,20008,100582010,456,Clothing,Baby,China,34846,1122.4
11/4/2014,20006,100051255,455,Clothing,Men,India,864,200.3
7/3/2014,20004,103732440,455,Clothing,Women,India,4313,939.6
8/26/2014,20005,103732440,454,Clothing,Women,Indonesia,4304,1039.4
10/24/2014,20006,100051259,453,Clothing,Men,India,2147,708.7
1/14/2014,20009,165801,452,Clothing,Men,Singapore,13341,154.9
10/30/2014,20011,104726447,452,Electronics,Laptop,Singapore,127507,5848.3
1/3/2014,20013,315834,452,Electronics,Desktop,Singapore,1284,0.1
2/4/2014,200013,315834,452,Vehicle,Bike,Singapore,1284,0.0
9/2/2014,200014,103732440,450,Vehicle,Truck,India,4266,996.2
5/9/2014,200011,103732440,449,Vehicle,Bike,India,4490,1085.3
12/11/2014,20003,100051257,449,Vehicle,Car,China,1276,400.7
6/13/2014,20003,103732440,448,Electronics,Desktop,Indonesia,4247,849.8
6/22/2014,20004,100037029,448,Electronics,Mobile,China,14990,23.9
12/10/2014,20005,100051257,447,Electronics,Mobile,Japan,1270,399.0
9/30/2014,20006,100051255,444,Electronics,Laptop,Japan,844,195.9
6/5/2014,20007,103732440,444,Clothing,Baby,Japan,4209,842.2
6/26/2014,20007,103732440,442,Clothing,Men,Japan,4190,912.7
4/19/2014,20008,100045217,442,Clothing,baby,Japan,9213,1101.7
5/4/2014,20009,100025957,440,Clothing,Baby,Indonesia,5257,847.5
6/18/2014,20010,103732440,440,Clothing,Men,China,4171,651.1
8/14/2014,20011,103732440,439,Clothing,Women,Indonesia,4162,843.5
6/1/2014,20011,100035727,439,Clothing,Women,Indonesia,15575,978.8
10/1/2014,20012,103732440,438,Clothing,Men,Indonesia,4152,837.0
11/21/2014,20013,100051255,437,Clothing,Men,Singapore,830,192.5
12/9/2014,20014,100051255,437,Electronics,Laptop,Singapore,830,192.3
12/18/2014,20015,100051257,436,Electronics,Desktop,Singapore,1239,389.2
3/15/2014,20015,100026461,436,Vehicle,Bike,Singapore,16951,1412.5
1/17/2014,20016,315834,434,Vehicle,Truck,China,1232,0.2
12/29/2014,20017,100031623,434,Vehicle,Bike,Japan,47450,10266.3
11/26/2014,20018,103732440,434,Vehicle,Car,Japan,4011,365.0
4/27/2014,20019,100025957,432,Electronics,Desktop,India,5404,148.1
7/1/2014,20019,100051259,427,Electronics,Mobile,India,2024,564.0
10/13/2014,20020,100051255,426,Electronics,Mobile,Indonesia,809,187.7
12/12/2014,20021,103732440,426,Electronics,Laptop,India,4038,374.8
1/8/2014,20022,315834,425,Clothing,Baby,Singapore,1207,0.2
2/15/2014,20023,100051259,425,Clothing,Men,Singapore,2120,392.8
10/27/2014,20023,103732440,421,Clothing,baby,Singapore,3991,622.9
11/20/2014,20024,103732440,421,Clothing,Baby,Singapore,3790,776.0
10/23/2014,20025,100051257,420,Clothing,Men,India,1193,373.5
5/4/2014,20026,100035727,419,Clothing,Women,India,14874,828.4
1/15/2014,20027,119393,417,Clothing,Women,China,32421,1830.3
11/12/2014,20027,100051257,415,Clothing,Men,China,1179,371.4
5/22/2014,20028,100051257,414,Clothing,Men,China,1176,270.3
4/27/2014,20029,100026761,414,Electronics,Laptop,Japan,6414,868.4
11/17/2014,20030,100051257,413,Electronics,Desktop,Japan,1173,369.6
12/7/2014,20031,100026745,412,Vehicle,Bike,Japan,13407,1672.5
8/28/2014,20031,100051255,412,Vehicle,Truck,Japan,783,186.4
11/5/2014,20032,103732440,412,Vehicle,Bike,Japan,3906,609.6
3/22/2014,20033,100025957,412,Vehicle,Car,Indonesia,3924,177.3
2/15/2014,20034,100034741,410,Electronics,Desktop,Indonesia,1255,11.9
8/10/2014,20035,100037029,410,Electronics,Mobile,India,13315,539.0
8/19/2014,20035,103732440,409,Electronics,Mobile,Indonesia,3877,723.0
11/29/2014,20036,105856446,407,Electronics,Laptop,Indonesia,26040,48.1
10/28/2014,20037,100051257,403,Clothing,Baby,Singapore,1145,358.3
5/10/2014,20038,100037029,403,Clothing,Men,Singapore,13084,642.0
4/12/2014,20039,100026761,401,Clothing,baby,China,6015,838.0
10/21/2014,20039,100051259,399,Clothing,Baby,Singapore,1891,624.0
11/6/2014,20040,100051255,392,Clothing,Men,Singapore,745,172.6
1/18/2014,20041,315674,389,Clothing,Women,Japan,1844,34.8
8/27/2014,20042,103732440,385,Clothing,Women,Japan,3650,765.1
7/16/2014,20043,103732440,385,Clothing,Men,India,3650,690.5
4/20/2014,20043,100035727,384,Clothing,Men,India,12468,245.9
6/3/2014,20044,100051259,381,Electronics,Laptop,Indonesia,1806,498.1
3/2/2014,20045,100026735,379,Electronics,Desktop,India,1897,281.6
10/27/2014,20046,100051257,379,Vehicle,Bike,Singapore,1077,337.0
11/25/2014,20047,103732440,379,Vehicle,Truck,Singapore,3502,318.6
1/25/2014,20047,748833,379,Vehicle,Bike,India,1703,377.3
3/2/2014,20048,100026745,378,Vehicle,Car,Singapore,6623,924.4
1/15/2014,20049,165801,376,Electronics,Desktop,India,11104,131.2
1/13/2014,20050,165801,376,Electronics,Mobile,India,11099,129.4
11/22/2014,20051,100051259,376,Electronics,Mobile,India,1782,598.1
3/31/2014,20051,100025947,375,Electronics,Laptop,India,3533,809.2
7/13/2014,20052,100027017,373,Clothing,Baby,India,2977,1650.6
2/1/2014,20053,119697,373,Clothing,Men,India,10989,688.5
1/29/2014,20054,315834,365,Clothing,baby,India,1037,0.1
10/26/2014,20055,100037029,365,Clothing,Baby,India,12578,123.3
1/19/2014,20055,136483,356,Clothing,Men,China,7110,1549.9
3/1/2014,20056,100025957,354,Clothing,Women,China,3363,456.2
5/23/2014,20057,100051259,351,Clothing,Women,China,1664,458.9
3/15/2014,20058,100026761,346,Clothing,Men,Japan,5014,958.9
3/15/2014,20059,100037029,344,Clothing,Men,Japan,10152,68.0
8/20/2014,20059,103732440,344,Electronics,Laptop,Singapore,3261,608.1
1/3/2014,20060,165801,341,Electronics,Desktop,Japan,10054,32.4
10/20/2014,20061,100051259,340,Vehicle,Bike,Japan,1612,531.9
1/1/2014,20062,152075,339,Vehicle,Truck,Indonesia,20726,942.4
6/23/2014,20063,100051259,339,Vehicle,Bike,Singapore,1607,515.1
1/5/2014,20063,119697,336,Vehicle,Car,Indonesia,10094,908.5
6/30/2014,20064,100051255,336,Electronics,Desktop,Indonesia,638,137.4
3/8/2014,20065,100025947,333,Electronics,Mobile,Indonesia,3164,568.7
4/6/2014,20066,100556953,331,Electronics,Mobile,Singapore,9852,3284.9
1/1/2014,20067,125682,326,Electronics,Laptop,Singapore,1421,176.0
6/26/2014,20067,100051259,323,Clothing,Baby,China,1531,426.6
9/21/2014,20068,100037029,322,Clothing,Men,Singapore,10481,563.8
6/27/2014,20069,100582010,321,Clothing,baby,Singapore,24077,983.7
3/14/2014,20070,100032165,321,Clothing,Baby,Japan,2801,34.6
11/29/2014,20071,100013243,321,Clothing,Men,China,8824,1418.4
3/23/2014,20071,100556953,316,Clothing,Women,India,9326,3120.4
4/18/2014,20072,100037029,316,Clothing,Women,India,10559,56.5
3/16/2014,20073,100026761,310,Clothing,Men,Indonesia,4498,841.9
1/7/2014,20074,165801,309,Clothing,Men,India,9128,107.7
3/8/2014,20075,100026995,309,Electronics,Laptop,Singapore,2936,1231.2
6/29/2014,20075,100031381,307,Electronics,Desktop,Singapore,28798,2142.2
4/20/2014,20076,100025957,307,Vehicle,Bike,Singapore,4752,838.9
7/13/2014,20077,100035013,306,Vehicle,Truck,Singapore,2672,321.8
5/29/2014,20078,100051259,305,Vehicle,Bike,India,1446,398.7
10/13/2014,20079,100582271,305,Vehicle,Car,India,93231,3349.8
3/1/2014,20079,100026735,305,Electronics,Desktop,China,1524,225.6
1/4/2014,20080,441038,304,Electronics,Mobile,Indonesia,66667,13141.8
1/26/2014,20081,136483,303,Electronics,Mobile,China,6063,1991.5
1/25/2014,20082,165801,302,Electronics,Laptop,Japan,8889,95.5
2/15/2014,20083,100062565,301,Clothing,Baby,Japan,2860,451.6
11/7/2014,20083,100014821,300,Clothing,Men,Japan,0,16635.0
5/25/2014,20084,100021459,299,Clothing,baby,Japan,11337,2595.6
3/26/2014,20085,100037029,298,Clothing,Baby,Japan,8652,293.9
9/8/2014,20086,100051259,296,Clothing,Men,Indonesia,1403,475.9
5/13/2014,20087,100051259,294,Clothing,Women,China,1394,363.8
7/12/2014,20087,100032247,293,Clothing,Women,Indonesia,1280,157.4
11/29/2014,20088,100031381,292,Clothing,Men,Indonesia,24690,1954.1
11/9/2014,20089,100582271,292,Clothing,Men,Indonesia,88619,1140.5
6/15/2014,20090,100026761,291,Electronics,Laptop,Singapore,8146,943.0
5/1/2014,20091,100026173,290,Electronics,Desktop,Singapore,14378,2418.2
1/28/2014,20091,165801,290,Vehicle,Bike,Singapore,8559,289.0
7/31/2014,20092,100051255,290,Vehicle,Truck,Singapore,551,88.2
1/26/2014,20093,119697,289,Vehicle,Bike,China,9392,1401.4
8/6/2014,20094,100037029,288,Vehicle,Car,Japan,9368,389.2
11/2/2014,20095,100032235,284,Electronics,Desktop,Japan,3720,744.0
6/22/2014,20095,100031381,284,Electronics,Mobile,India,26651,1957.4
12/1/2014,20003,100051259,283,Electronics,Mobile,India,1341,452.2
1/18/2014,20003,165801,282,Electronics,Laptop,Indonesia,8324,89.2
4/5/2014,20007,100026735,282,Clothing,Baby,India,2682,358.6
7/19/2014,20008,100037029,280,Clothing,Men,Singapore,9673,347.0
7/12/2014,20006,100026745,279,Clothing,baby,Singapore,8232,443.1
4/18/2014,20004,100026735,279,Clothing,Baby,Singapore,2285,72.3
